Sr. No.,Q,P1,P2,Pcd,Phd,T1,T2,T3,T4,Eff,Efficiency,,,,
1129,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1130,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1131,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1132,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1133,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1134,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1135,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1136,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1137,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1138,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1139,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1140,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1141,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1142,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1143,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1144,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1145,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1146,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1147,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1148,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1149,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1150,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1151,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1152,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1153,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1154,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1155,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1156,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1157,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1158,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1159,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1160,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1161,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1162,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1163,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1164,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1165,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1166,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1167,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1168,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1169,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1170,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1171,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1172,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1173,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1174,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1175,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1176,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1177,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1178,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1179,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1180,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1181,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1182,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1183,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1184,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1185,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1186,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1187,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1188,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1189,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1190,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1191,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1192,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1193,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1194,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1195,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1196,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1197,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1198,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1199,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1200,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1201,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1202,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1203,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1204,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1205,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1206,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1207,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1208,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1209,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1210,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1211,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1212,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1213,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1214,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1215,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1216,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1217,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1218,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1219,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1220,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1221,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1222,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1223,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1224,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1225,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1226,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1227,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1228,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1229,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1230,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1231,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1232,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1233,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1234,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1235,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1236,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1237,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1238,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1239,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1240,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1241,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1242,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1243,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1244,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1245,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1246,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1247,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1248,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1249,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1250,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1251,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1252,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1253,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1254,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1255,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1256,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1257,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1258,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1259,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1260,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1261,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1262,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1263,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1264,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1265,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1266,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1267,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1268,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1269,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1270,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1271,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1272,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1273,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1274,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1275,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1276,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1277,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1278,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1279,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1280,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1281,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1282,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1283,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1284,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1285,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1286,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1287,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1288,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1289,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1290,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1291,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1292,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1293,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1294,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1295,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1296,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1297,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1298,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1299,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1300,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1301,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1302,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1303,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1304,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1305,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1306,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1307,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1308,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1309,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1310,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1311,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1312,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1313,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1314,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1315,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1316,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1317,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1318,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1319,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1320,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1321,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1322,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1323,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1324,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1325,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1326,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1327,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1328,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1329,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1330,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1331,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1332,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1333,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1334,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1335,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1336,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1337,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1338,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1339,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1340,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1341,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1342,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1343,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1344,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1345,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1346,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1347,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1348,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1349,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1350,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1351,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1352,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1353,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1354,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1355,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1356,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1357,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1358,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1359,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1360,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1361,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1362,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1363,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1364,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1365,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1366,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1367,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1368,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1369,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1370,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1371,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1372,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1373,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1374,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1375,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1376,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1377,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1378,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1379,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1380,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1381,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
1382,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Efficiency,,,,
1383,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,M_Efficiency,,,,
1384,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,M_Efficiency,,,,
1385,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Efficiency,,,,
1386,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Efficiency,,,,
1387,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Efficiency,,,,
1388,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Efficiency,,,,
1389,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,M_Efficiency,,,,
1390,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,M_Efficiency,,,,
1391,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,M_Efficiency,M_Efficiency,,,,
1392,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,M_Efficiency,M_Efficiency,,,,
1393,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Efficiency,,,,
1394,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Efficiency,,,,
1395,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,M_Efficiency,,,,
1396,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,M_Efficiency,,,,
1397,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Efficiency,,,,
1398,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Efficiency,,,,
1399,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Efficiency,,,,
1400,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Efficiency,,,,
1401,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,M_Efficiency,,,,
1402,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,M_Efficiency,,,,
1403,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Efficiency,,,,
1404,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Efficiency,,,,
1405,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Efficiency,,,,
