Sr. No.,Q,P1,P2,Pcd,Phd,T1,T2,T3,T4,Eff,Status,,,,
1180,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1181,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1182,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1183,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1184,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1185,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1186,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1187,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1188,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1189,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1190,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1191,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1192,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1193,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1194,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1195,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1196,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1197,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1198,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1199,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1200,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1201,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1202,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1203,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1204,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1205,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1206,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1207,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1208,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1209,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1210,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1211,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1212,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1213,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1214,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1215,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1216,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1217,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1218,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1219,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1220,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1221,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1222,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1223,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1224,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1225,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1226,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1227,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1228,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1229,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1230,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1231,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1232,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1233,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1234,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1235,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1236,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1237,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1238,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1239,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1240,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1241,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1242,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1243,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1244,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1245,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1246,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1247,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1248,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1249,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1250,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1251,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1252,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1253,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1254,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1255,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1256,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1257,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1258,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1259,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1260,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1261,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1262,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1263,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1264,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1265,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1266,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1267,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1268,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1269,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1270,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1271,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1272,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1273,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1274,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1275,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1276,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1277,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1278,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1279,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1280,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1281,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1282,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1283,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1284,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1285,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1286,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1287,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1288,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1289,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1290,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1291,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1292,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1293,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1294,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1295,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1296,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1297,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1298,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1299,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1300,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1301,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1302,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1303,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1304,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1305,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1306,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1307,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1308,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1309,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1310,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1311,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1312,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1313,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1314,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1315,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1316,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1317,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1318,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1319,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1320,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1321,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1322,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1323,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1324,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1325,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1326,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1327,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1328,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1329,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1330,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1331,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1332,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1333,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1334,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1335,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1336,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1337,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1338,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1339,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1340,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1341,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1342,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1343,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1344,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1345,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1346,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1347,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1348,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1349,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1350,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1351,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1352,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1353,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1354,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1355,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1356,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1357,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1358,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1359,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1360,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1361,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1362,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1363,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1364,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1365,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1366,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1367,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1368,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1369,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1370,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1371,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1372,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1373,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1374,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1375,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1376,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1377,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1378,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1379,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1380,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1381,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1382,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1383,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1384,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1385,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1386,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1387,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1388,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1389,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1390,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1391,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1392,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1393,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1394,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1395,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1396,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1397,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1398,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1399,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1400,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1401,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1402,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1403,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1404,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1405,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1406,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1407,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1408,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1409,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1410,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1411,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1412,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1413,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1414,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1415,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1416,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1417,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1418,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1419,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1420,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1421,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1422,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1423,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1424,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1425,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1426,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1427,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1428,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1429,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1430,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1431,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1432,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1433,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1434,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1435,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1436,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1437,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1438,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1439,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1440,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1441,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1442,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1443,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1444,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1445,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1446,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1447,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1448,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1449,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1450,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1451,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1452,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1453,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1454,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1455,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1456,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1457,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1458,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1459,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1460,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1461,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1462,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1463,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1464,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1465,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1466,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1467,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1468,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1469,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
